,productType,description,origin,links,id
236,Cell-based therapies,"AgenT-797, allogeneic invariant natural killer T cells",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,79bbf3618c8746cb3be4d1fb18734f4d
237,Antivirals,"ASC09, HIV protease inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7a140db7b538f4da111a46b35b9f832f
238,Protein subunit,Protein subunit,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7a2bfb177c0fd2550a691d474c099f2f
239,Virus-like particle,Hepatitis B surface antigen (HBsAg) VLPs,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7a4c7ce0fe95f6cd29b1f7ae8e032063
240,Virus-like particle,VLP; ADDomerTM multiepitope display,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7a923b445a7fab4ce2effcf9e6fe634d
241,Scanning compounds to repurpose,Screening new drugs + library of antiviral compounds,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7aa7f721fa7e05b96f82f5b9c1b668bc
242,RNA-based vaccine,RNA; mRNA,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7b0641b4b8b1f0d5d343dbbe977e343f
243,Other,"BLD-2660, synthetic small molecule inhibitor of calpain (CAPN) 1, 2, and 9",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7bb9cb992710c35abdfa3e64719c932d
244,Other,"BIO-11006, inhaled peptide",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7c2c4985c5f2c6e8ebcfa2bca7415498
245,Non-replicating viral vector,MVA-S,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7c88fa33f61d7ff2c93dfce4ac9ef752
246,Other,"CD24Fc, biological immunomodulator (nonpolymorphic regions of CD24 attached to the Fc region of human IgG1)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7d65cad617428ae12a60fb5dba47e250
247,Antibodies,"otilimab, anti-granulocyte macrophase colony-stimulating factor (GM-CSF) antibody
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7e7d573cef28f27c286bb02412b49e33
248,Other,"fadraciclib (CYC065), cyclin-dependent kinase (CDK)2/9 inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7fce2772b423d257835b16be86e4b363
249,Device,"Seraph100MicrobindAffinity Blood Filter (Seraphy 100), approved in the EU for pathogen reduction",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7fdd091bf3a2f5a78fd19bd1d1f198d3
250,Protein subunit,Protein subunit; molecular clamp stabilized Spike protein with MF59 adjuvant,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,80bb02494ad451606d4d69dac10763fd
251,Device,"MultiFiltrate PRO System and multiBic/multiPlus Solutions, continuous renal replacement therapy (CRRT)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,810a63c8851e9b87b3e80c93d7fe59bf
252,Other,Veyonda (idronoxil),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,814e7110b278156e34b252f19ab179b3
253,Non-replicating viral vector,Intranasal lentiviral vector vaccine,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,81a71b2fbddd8c5fdb6167d135718d57
254,Live attenuated virus,Codon deoptimized live attenuated virus,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,81c082c49933df9028033a8e47b8a258
255,Antivirals,"Favilavir/ Favipiravir/ T-705/ Avigan, licensed in Japan to treat influenza",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,81ff4e9489cabf14239bbba0e566deab
256,Other,"PTC299, oral small molecule inhibitor of dihydroorotate dehydrogenase (DHODH)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,824b0ed00115419847ab98e8713cc755
257,Other,"CIGB-258, immunoregulatory peptide",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,833175cee33c418a6e04c59c69deb199
258,Scanning compounds to repurpose,Screening drug compounds,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,83db768226352df04148782a6dfc8954
259,DNA-based,DNA vaccine (GX-19),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,83fcd82de6975ee4252732c1d030f2a3
260,Cell-based therapies,"CK0802, allogeneic cell therapy containing T-regulatory cells from umbilical cord blood processed to express lung homing markers on the cell surface ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,847446992153de3eac7105d9d57d31f0
261,Other,"Tricor (fenofibrate), peroxisome proliferator-activated receptor (PPAR) alpha agonist ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,84c609bf6c28159f9a4af37b6e282417
262,Antibodies,"TZLS-501, an anti-interleukin-6 receptor monoclonal antibody (inhalation technology in development)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,84e0551b71703ce35e183cfdc419ccc7
263,Other,"EPAspire, oral formulation of highly purified eicosapentaenoic acid free fatty acid (EPA-FFA) in gastro-resistant capsules",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,84fc01bc4ec2251ca429846b7b16cfcf
264,Unknown,Unknown,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,855e473caa14dba95d03e54dadee9a85
265,Other,"azithromycin, antibiotic",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,85bef9081d38024fe69d81ef32d697a7
266,Other,PP-001,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,85dab4374735fe6489ef65244e6c8f14
267,Other,"Neumifil, multivalent carbohydrate binding molecules",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,866a6f0d64be5a4b319931a99e04647d
268,Cell-based therapies,"AmnioBoost, concentrated allogeneic MSCs and cytokines derived from amniotic fluid",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,868d2cc5fb20358cb9c46987f79852d3
269,Other,"ST-001 nanoFenretinide (fenretinide)
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,86daf3537aca201a3e702e71686daeb0
270,Antibodies,"Monocloncal antibodies, CXC10 antagonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,87818db345e1d0417db2ae34e0462eb8
271,Antibodies,Combo of two antibodies (AZD7442),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,88a95d5bb97cb9146fbed8ba52d91821
272,Device,INOpulse,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8903a6c9897be4bb9440b46ac10faab9
273,Other,"merimepodib, IMPDH inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,89c9084d0b88fdbaf83b2322ec8ff09a
274,Protein subunit,Plant-based subunit (RBD-Fc + Adjuvant),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8a01855327aef7311a90fbf4c2cdac2e
275,RNA-based vaccine,RNA; mRNA lipid nanoparticle (mRNA-LNP),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8a7db3de43c0165b03174b04b3fd572f
276,Non-replicating viral vector,"Adeno-based, Gam-COVID-Vac Lyo (Sputnik V)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8ad7c6c6cc64583f720dd4f517c812d0
277,Other,"VP01, Angiotensin II Type 2 receptor activator ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8b0b3c8e5596294aa30bafc651dab002
278,Other,"OP-101, dendrimer-based therapy",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8b13dd69e22b07208b32b00a27e0ab1f
279,Other,LAU-7b (fenretinide),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8b24d81c5a06aecbaeddfa4da4dff6b2
280,Antivirals,"Arbidol (umifenovir), licensed in Russia and China for treatment of respiratory viral infections",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8b3ea92e1f8bc7a83ea21ecddd89023a
281,Antivirals,"Vicromax, broad spectrum antiviral",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8c3447c288af826291f04190c1677d05
282,Antivirals,"Tamiflu (oseltamivir), neuraminidase inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8c54c3ff79d6520120a944c104b1667a
283,Device,Extracorporeal blood purification (EBP) devices,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8cf450f40c6dc790dc74a8baf6f8ebe2
284,Protein subunit,Adjuvanted recombinant protein (RBD-Dimer),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8d04b584db4028c1c91ec508e34056bf
285,Other,"Yeliva (opaganib, ABC294640), oral sphingosine kinase-2 (SK2) selective inhibitor
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8d90e012f2698d6f704cbfeee1199a4e
286,Protein subunit,"Protein Subunit S, N, M & S1 protein",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8da652ba2e2dcbb21f2a551171dee48f
287,Other,FSD-201 (ultramicronized palmitoylethanolamide),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8e609564beb9502822c869f934c5431a
288,Other,"Auxora (CM4620-IE), calcium release-activated calcium (CRAC) channel inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8f55ab63b4abc1bfbbbf76cb2d7d4dc3
289,Other,"Firazyr (icatibant), bradykinin B2 antagonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8f75c90f296ab76a23e52c5feb39b0a8
290,Scanning compounds to repurpose,Reviewing existing drugs and compounds through mapping viral-human protein interactions,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,8fc180825d00a65fde806d2101cfba51
291,Scanning compounds to repurpose,Scanning compounds to repurpose,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9078c65295b90e1e5e0840a25c1ffe7c
292,Antibodies,"JS016 antibody candidate
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,90b00ea2650900ee0b62fbb5590e19a1
293,RNA-based vaccine,mRNA,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,90b42a7c6ad1f1120ddd32775e7922d1
294,Non-replicating viral vector,Inactivated Flu-based SARS-CoV2 vaccine + Adjuvant,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,91be4a9f3dc17519e482c17811ee7d5e
295,Non-replicating viral vector,Non-replicating viral vector; Ad5 S (GREVAX™ platform),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,922b93210d4f964c4a6b885df9cd4924
296,Antibodies,Octagam; intravenous Immunoglobulin (IVIG),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9290c50a15807167e15b601da58adf68
297,Other,"GP1681, small molecule inhibitor of cytokine release",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,92a0c0ddd08757d897b3cd46635007ba
298,Protein subunit,RBD-protein,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,92af4d41b3ba1aa8dcee78006f67eef9
299,Protein subunit,"Protein subunit, S protein + adjuvant",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,92cfb52884e7a3b421ae3a21813ea921
300,Protein subunit,Protein subunit; peptide,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,92d8bc958ffc69064bf8171e69f2139e
301,Other,"Cerocal (ifenprodil), NP-120, an NDMA receptor glutamate receptor antagonist targeting Glu2NB",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,930cb447b5e531cb7984a8aef542f7d0
302,Protein subunit,"Protein subunit, TaliCoVax19 ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9312aa5f7f9bbd56389e7c400f2bebc4
303,Antibodies,Nanobodies from Llamas,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,936dd2df0ee78bb7313662086ad2336f
304,Inactivated virus,Inactivated (inactivated + alum); CoronaVac (formerly PiCoVacc),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,93f95bd4cd1ade912d8028a044c49fb6
305,Cell-based therapies,"SBI-101, biologic/device combo product with allogeneic mesenchymal stem cells and a phasmapheresis device",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,940cc6f54899c6abcbfd50361a821884
306,Antibodies,"IFX-1, anti-C5a antibody",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9443bf03e3b59d22e6d8179ceabe2358
307,Protein subunit,"Protein subunit; recombinant protein vaccine, utilizing baculovirus expression vector system technology",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9482a21985bd0f423c691437ffacd00a
308,Non-replicating viral vector,Adeno5-based,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,954e8adaee416594a23101e8dc497d78
309,Other,"IMU-838, selective oral dihydroorotate dehydrogenase (DHODH) inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,95adfb63b14e7d01cc40cbbe47bb5117
310,Antibodies,Antibody 47D11,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,96299c6b964ecc2229bd61be787b87d9
311,Cell-based therapies,Chimeric antigen receptors (CAR)/T cell receptors (TCR)-T cell therapy,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,96c5bcc31de9f909cfe2dacfccf9f1fa
312,Other,UTTR1147A (IL-22-Fc),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,96d828162450027e7738511f70e76a0b
313,RNA-based vaccine,"RNA; ZIP-1642, vaccine consists of a combination of mRNA molecules, encoding multiple SARS-CoV-2 antigens",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,96f9ac7047fc78fcd53f4fac971f32d1
314,Antibodies,"Single domain antibodies (sdAbs), engineered monoclonal antibody derived from camelids",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,98143721a3052a95566050e511ac8bb8
315,Other,"Adaptive COVID-19 Treatment Trial 3 (ACTT-3), Remdesivir + interferon beta-1a",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,98a3e81386a77dd276b9d369bf65b55a
316,Replicating viral vector,Replicating viral vector; measles vector,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,99140adcf7b2442161662dceea2e37dd
317,DNA-based,"DNA plasmid, vaccine + adjuvant",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,99385368adc2278dacc51ecb7b868cbb
318,Non-replicating viral vector,"Ad26.COV2-S, Non replicating viral vector; Ad26 (alone or with MVA boost)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,996f6a1bc2e9626f35778f2fa0c1cf33
319,Other,"Cozaar (losartan), angiotensin II receptor blocker (ARB)
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,998d420fd594af15ab74c4a79c00ba31
320,Other,"ceftriaxone, broad-spectrum cephalosporin antibiotic",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9a2dc6d3af4c47f91bb9168ffe37ba01
321,Antibodies,"EB05, non-steroidal anti-inflammatory molecule (sPLA2 inhibitor) ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9a488cb1c4cc32c33a931da50c2b3f20
322,Antibodies,"Prolastin, alpha-1 anti-trypsin antibody",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9a9089918fb02ab5d0a244e53544d9f2
323,Scanning compounds to repurpose,Screening for antiviral drug candidates,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9aa3ad94ca9331825de79e88f0e73cf0
324,Virus-like particle,"VLP; virus-like particle, based on RBD displayed on virus-like particle",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9aa48c9625378598287bb9697c17fe82
325,Virus-like particle,VLPs peptides/whole virus,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9ac447a98fcca00bcf20d3861b79c952
326,Antibodies,"Antibodies targeting the S protein from convalescent serum, humanized mice, and phage display",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9ad23c521157fc1f25ad3ee5eefc65ef
327,Other,Micardis (telmisartan),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9aef94fc5ead87775b9e63e3bd826c8c
328,Other,"Pepcid (famotidine), histamine-2 (H2) receptor antagonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9b1fd1c8af0988fe9646a8cd411b9685
329,Protein subunit,"Protein subunit, VLP-recombinant protein + adjuvant",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9c2d9aef744c241c489e01ea3eacd478
330,Other,"UNI9011 (Union Therapeutics), FW-1022 (First Wave Bio), DWRX2003 (Daewoong) niclosamide",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9c4968d7920034da288bd88ed7159cbb
331,Antibodies,Neutralizing antibodies,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9c63ba303cf8cac0a0bbe90a278148f2
332,Scanning compounds to repurpose,Identifying drugs to repurpose,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9c6ab7533b28e139c97b598879008221
333,Scanning compounds to repurpose,Identify anti-coronavirus compounds that target cellular host genes,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9ccaa1e7ce8551dac93f0cefbe1d1bfc
334,Antibodies,"Novel IgM and IgA antibodies
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9e37d244fb79fb482c0ec2d62cdc6b38
335,Non-replicating viral vector,Non-replicating viral vector; AZD 1222 (formerly ChAdOx1),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9e42b9d77f11d295c98ef21940e3bfaa
336,DNA-based,DNA with electroporation,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9eb49a6b8e292e986b25253ffc0c6109
337,Antibodies,Antibodies binding to a piece of the spike protein found on multiple coronaviruses including SARS-CoV-2,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9f684ead3f3109610c1e1f7158c5d240
338,Cell-based therapies,"Furestem RA, allogenic umbilical cord blood-derived stem cell therapy",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,9fe38fe4c25ae1c963c4d94301a1d8af
339,Other,"camostat mesylate, transmembrane protease serine 2 (TMPRSS2) inhibitor, approved in Japan to treat multiple conditions including pancreatitis",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a0a04b828e29d7d7efdb80c85d21bd26
340,Scanning compounds to repurpose,Identify FDA-approved drugs to repurpose to prevent or treat COVID-19,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a126271ce4e90940cf0e38225a0cd9d1
341,Other,"Xeljanz (tofacitinib), Janus kinase (JAK) inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a18bf8e21b42a57eedc038ff4840587c
342,Other,Jakafi/jakavi (ruxolitinib),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a1a0b969999ebba929c830af6e712832
343,Cell-based therapies,"BX-U001, allogeneic umbilical cord derived mesenchymal stem cell (hUC-MSC)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a1e28993c11c9b36233b45c6360b330f
344,Device,Hemolung Respiratory Assist System,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a2f97e52afa5fb89bed55a7cbd228e01
345,DNA-based,DNA; Covigenix,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a36bf38aa7f1804eb5021440e473f3bf
346,DNA-based,DNA with electroporation,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a3916f436ce36063f8fb3aa12d8f9d75
347,Antivirals,antiviral Fc conjugates,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a45ee49ad8e5046999bf3487ba11d56f
348,Other,"bemcentinib, selective AXL kinase inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a46df1520131ab5971e7e48a5095adb5
349,Antibodies,Neutralizing antibodies,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a48487283f20fa2f73ab06c769c4bbba
350,RNA-based vaccine,"Self amplifying RNA, self-assembling delivery system",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a51a9eea659d7be7f6963659ca8561fc
351,Antibodies,Purified ovine immunoglobulin from immunized sheep,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,a536b9d0ec1efe1579b38e26ae71bb56
